id,sentence,e1_pos,e2_pos,relation,label
4616,This speech makes explicitly crystal clear the strategies adopted by the imperialists subjugate man,1,7,"Message-Topic(e1,e2)",1
4617,Finally we injected into the virtual machine,3,5,"Entity-Destination(e1,e2)",7
4618,The region forests also provide minor forest produce such as posts poles other hewn timber firewood wood chop blocks specialty timbers,2,15,"Entity-Origin(e2,e1)",14
4619,There is large network social scientists studying agricultural systems interdisciplinary working groups have developed around themes such as the nature off traditional modern production the energetic efficiencies systems,3,5,"Member-Collection(e2,e1)",16
4620,The festival involved two practical competitions lecture,1,5,"Component-Whole(e2,e1)",12
4621,Outside the walls Athens the site the Academy was sacred grove olive trees still recalled in the phrase the groves Academe,10,12,"Member-Collection(e2,e1)",16
4622,Just as Jack says On deck you scabrous dogs the very left edge the screen over Jack shoulder is grip crew member with tan cowboy hat white short sleeve tee shirt sunglasses just standing there looking out sea,20,21,"Member-Collection(e2,e1)",16
4623,The area is the source the basalts,1,6,"Entity-Origin(e2,e1)",14
4624,The UK economy has come out recession after figures showed it had grown by % in the last three months,2,6,Other,0
4625,The car has been delivered the upholstery shop,1,7,"Entity-Destination(e1,e2)",7
4626,In Lotus the 1st circuit departed from precedent narrowing protection for developed software giving crafty litigators blank disk,4,7,"Entity-Origin(e1,e2)",13
4627,I pulled the breather hose off the airbox placed the end in bottle,10,12,"Entity-Destination(e1,e2)",7
4628,When metallic screen was placed inside the coil so as surround the needle the demagnetization produced by the discharge was less,2,7,"Entity-Destination(e1,e2)",7
4629,Only few selected people journeyed into outer space,3,6,"Entity-Destination(e1,e2)",7
4630,The current crisis was caused by the housing bubble the primary cause the housing bubble was the Federal Reserve keeping interest rates at 1 percent,2,7,"Cause-Effect(e2,e1)",10
4631,This photograph an automobile training device was enclosed in letter Edwin Link,1,9,"Component-Whole(e1,e2)",11
4632,The strips were placed into individual chambers for incubation,1,6,"Entity-Destination(e1,e2)",7
4633,Over the sierras from Los passing the peaks limestone the cliffs where the peregrines battle for purchase the clattering choughs tumble cave mouths,18,19,"Member-Collection(e2,e1)",16
4634,I read that interview you did with the guy who came up with flash mobs,8,14,Other,0
4635,Winners four straight games the side has constructed the program best start since the opening in school history,5,11,Other,0
4636,Some researchers watered the plant with luciferin,1,6,"Instrument-Agency(e2,e1)",6
4637,The Tour California raced through West Marin on Monday in blur speeding bicyclists their caravan support vehicles once again sparking charges that it puts spectators in harm way,10,12,Other,0
4638,International committees have bestowed industry awards outstanding companies,5,7,"Entity-Destination(e1,e2)",7
4639,The first workshop was convened on the topic derivatives,2,8,"Message-Topic(e1,e2)",1
4640,The appendix gives summary financing transactions,1,5,"Message-Topic(e1,e2)",1
4641,That song immediately segues into the maniacal Red & Purple bewilderingly worded love song accompanied by toy piano fuzzy bass,13,17,Other,0
4642,The Skinner box was inside large wooden icebox,2,7,"Content-Container(e1,e2)",17
4643,One marine mammal breaks open shellfish by hitting the shellfish with stone,2,11,"Instrument-Agency(e2,e1)",6
4644,The liftable scaffold has platform including frame,2,4,"Component-Whole(e2,e1)",12
4645,It is an international newsletter designed inform about work in progress conferences publications etc,4,8,"Message-Topic(e1,e2)",1
4646,The fundus the stomach is that part dorsal the cardiac ostium refers either its lumen or its wall,1,3,"Component-Whole(e1,e2)",11
4647,Both pain pills prescription drugs cause headaches,2,6,"Cause-Effect(e1,e2)",9
4648,The kennels hounds mews hawks were form conspicuous consumption that only noble could afford as so mark his status,3,4,"Member-Collection(e2,e1)",16
4649,When recruits were paid shilling for signing on the Royal Navy press gangs tricked men into committing themselves service by passing them the coin in tankard beer,23,25,"Content-Container(e1,e2)",17
4650,She lightly clicked the mouse button with her index finger,4,5,"Component-Whole(e2,e1)",12
4651,The protein products encoded by this class resistance gene are located within the plant cell cytoplasm,2,6,Other,0
4652,Instead this set Grub Street authors the mere letters this corporation this ragged regiment genius suing at the corners streets in forma give me the gentleman scholar with good house over his head handsome table wine Attic taste ask his friends where want sorrow never come,8,8,"Member-Collection(e2,e1)",16
4653,The cup was inside 9ft oak coffin carved from single tree trunk,1,5,"Content-Container(e1,e2)",17
4654,His rival won the nod with pledge spend $ his own money on the race,1,6,"Product-Producer(e2,e1)",4
4655,Most deaths from the accident were caused by radiation poisoning,1,9,"Cause-Effect(e2,e1)",10
4656,The prisoner was taken into preventive custody this morning,1,6,Other,0
4657,The leftovers are pushed into the colon,1,6,"Entity-Destination(e1,e2)",7
4658,Bankers were assessing the loss caused by the poor performance Gartmore pounds IPO this week after it needed be scaled down its price slashed,4,9,"Cause-Effect(e2,e1)",10
4659,His mother body was in chest freezer in the basement,2,5,"Content-Container(e1,e2)",17
4660,The second dancer has added rhythm into his dance,5,8,"Entity-Destination(e1,e2)",7
4661,The crane has m boom with shaping for greater rigidity Grove patented boom pinning system,1,4,"Component-Whole(e2,e1)",12
4662,I made two pairs jeans with regular zippers which both quickly tore out,4,7,"Component-Whole(e2,e1)",12
4663,A nice big bowl homemade vegetable soup is one the best ways get lot the veggies you need all in one dish,5,6,"Entity-Origin(e2,e1)",14
4664,Using the latest techniques science known as tissue engineering researchers at the University Boston recently grew human ear on the back mouse apparently with no adverse effects the hybrid rodent,9,17,"Product-Producer(e2,e1)",4
4665,Such conclusion highlights the importance environmental concern in understanding encouraging environmental behavior,1,4,"Message-Topic(e1,e2)",1
4666,The balance the loot was in box in the garage,3,6,"Content-Container(e1,e2)",17
4667,This door handle is in gold color is installed on the front door,1,2,"Component-Whole(e2,e1)",12
4668,The phrase was related in preface collection Drury stories,1,5,Other,0
4669,The ring was in glass champagne all hubby family was present,1,4,"Content-Container(e1,e2)",17
4670,The legend was derived from much older publication,1,7,"Entity-Origin(e1,e2)",13
4671,Mothers transmit the cavity causing bacteria by kissing their babies mouths,9,10,"Component-Whole(e2,e1)",12
4672,The death massive nearby star billions years ago offers evidence the sun was born in star cluster,11,16,"Entity-Origin(e1,e2)",13
4673,Throwing trash into the dumpster feet away from the third story floor was very dangerous,1,4,"Entity-Destination(e1,e2)",7
4674,The company has been dragged into lawsuit,1,6,Other,0
4675,The calculated efficiency has already been defined in the preceding paragraph,2,10,"Message-Topic(e2,e1)",2
4676,State abandoned national imperatives rushed in join the scandalous community the camaraderie the tyrants,11,13,Other,0
4677,The pronouns are indicated with parentheses are given for example purposes,1,5,Other,0
4678,The aim is total or comprehensive view our human individual situation,2,6,Other,0
4679,Zook took the ax the coaching staff,3,6,"Entity-Destination(e1,e2)",7
4680,There is suitcase full money which is being auctioned off,2,4,"Content-Container(e2,e1)",18
4681,Jars were then placed into three separate cages,0,7,"Entity-Destination(e1,e2)",7
4682,U.S. embassy participated in opening the unique exhibition about general Pika,1,4,Other,0
4683,An Greensboro boy turned in purse with money inside after he found it in creek Saturday,5,7,"Content-Container(e2,e1)",18
4684,The committee meetings have been rescheduled tomorrow January,2,6,"Entity-Destination(e1,e2)",7
4685,The origin the superficial extensors is from flattened common extensor tendon,4,10,Other,0
4686,Recently National Geographic video showed pod seals teasing group iguanas,5,6,"Member-Collection(e2,e1)",16
4687,The peasants used donkeys for cart pulling which not only enables larger quantities goods be transported but also allows users earn extra income,1,3,"Instrument-Agency(e2,e1)",6
4688,The method includes the steps contacting bacterial suspension with single wavelength in the range,1,4,"Component-Whole(e2,e1)",12
4689,The remainder the breast is composed connective tissue collagen elastin adipose tissue fat Cooper ligaments,3,7,"Component-Whole(e2,e1)",12
4690,The mist was carried into the air by bursting bubbles over the plating vats,1,6,"Entity-Destination(e1,e2)",7
4691,This paper received positive review comments from the senior editors the journal was accepted for December presentation,1,5,"Message-Topic(e2,e1)",2
4692,It is comedy centered on coach who is given shot at redemption when he asked run his local high school girls basketball team,2,5,"Message-Topic(e1,e2)",1
4693,Another favorite supper at my house is the classic combo grilled cheese sandwiches cream tomato soup,9,12,"Component-Whole(e2,e1)",12
4694,A first prototype the new system is constructed from the preliminary design,5,11,Other,0
4695,He works as an accounts manager for luxury housing developer,8,9,"Product-Producer(e1,e2)",3
4696,It runs past La Guardia Airport where the senator took the shuttle Washington many times,8,11,"Instrument-Agency(e2,e1)",6
4697,We did not endorse candidate unlike the ten scientists who wrote letter in support John Kerry,8,11,"Product-Producer(e2,e1)",4
4698,A number bills acts are under consideration concerning variety topics that relate telemedicine electronic medical record systems research prescriptions task forces commissions broadband adoption,2,9,"Message-Topic(e1,e2)",1
4699,GIS revealed relationship between cracks caused by earthquakes paddy fields,4,7,"Cause-Effect(e2,e1)",10
4700,The purpose this report is present an unusual case hepatic abscess due infestation by histolytica,3,8,"Message-Topic(e1,e2)",1
4701,Bollywood stunner Koena Mitra sashayed down the ramp in stunning creation by the designer,10,13,"Product-Producer(e1,e2)",3
4702,The election judges found in ballot box some ballots that were not the kind properly belonging in it they 've put those ballots aside,5,8,"Content-Container(e2,e1)",18
4703,A reasonable approach was distilled from the initial shock at the conflicting data,2,8,Other,0
4704,The researcher approached the subjects their experiences with an open mind,1,10,Other,0
4705,The growing use this technology passed on infertility future generations,7,9,"Entity-Destination(e1,e2)",7
4706,They presented very extensive detailed report on greenhouse heating with compost,8,10,Other,0
4707,The second stage referred as the optimizer optimizes the code according the various switches on the compiler set by the programmer,16,20,"Instrument-Agency(e1,e2)",5
4708,Both bacteria cause mortality in target species via lethal as result spore germination,1,3,"Cause-Effect(e1,e2)",9
4709,The second router was in box under the overhang the bathrooms at the top part the map,2,5,"Content-Container(e1,e2)",17
4710,But she had brought them up the roof the house hid them with the stalks flax which she had laid in order upon the roof,7,9,"Component-Whole(e1,e2)",11
4711,Charles Rennie Mackintosh unique building was enthusiastically described by the modern art journal as the most complete best equipped schools in the United Kingdom,4,12,"Message-Topic(e2,e1)",2
4712,A trillion gallons water have been poured into an empty region outer space heated by star,3,10,"Entity-Destination(e1,e2)",7
4713,Pancreatitis is an inflammation the pancreas caused by malfunction involving the digestive enzymes that the pancreas makes,3,8,"Cause-Effect(e2,e1)",10
4714,This machine pops out pancakes at rate pancakes per hour,1,4,"Product-Producer(e2,e1)",4
4715,The direct catastrophe caused by the earthquake was estimated at billion euro clearly justifying European intervention,2,6,"Cause-Effect(e2,e1)",10
4716,The money was income from his small retail shop,1,8,"Entity-Origin(e1,e2)",13
4717,Fish use their muscles move their bodies fins,0,3,"Component-Whole(e2,e1)",12
4718,The damages caused by the fires that immediately broke out raged for three days were by far worse than those caused by the earthquake itself,1,5,"Cause-Effect(e2,e1)",10
4719,Gavin wears kilt for the outing,2,5,Other,0
4720,Four sets wax glands situated inside the last four ventral segments the abdomen produce wax for comb construction,3,14,"Product-Producer(e2,e1)",4
4721,We have donated the books the local library,4,7,"Entity-Destination(e1,e2)",7
4722,The new CEO has invested % the profit from last year into new project,7,13,"Entity-Destination(e1,e2)",7
4723,yelled his battalion,2,3,"Member-Collection(e2,e1)",16
4724,The medical devices were inserted into female teen patient,2,8,"Entity-Destination(e1,e2)",7
4725,Local fisherman heated some their catch cooked over coals in scuttle,5,10,"Content-Container(e1,e2)",17
4726,In the placental cell preparations developed by the company where entered into clinical tests by the health authorities,4,8,"Product-Producer(e1,e2)",3
4727,As longtime publishers in the healthcare industry we too are skeptical about the glut startups in this area,13,14,Other,0
4728,The technique or mirage method consists in periodically heating sample with pump laser modulated by an optical chopper,11,12,"Component-Whole(e1,e2)",11
4729,The story the epic struggle between the Islamic Empire the Ottomans the Christian Kingdoms Eastern Europe is told from the perspective secret fraternity the brotherhood counselors kings sultans head churches knights scholars financiers merchant adventurers who hold influential positions on both sides the conflict,24,25,"Member-Collection(e2,e1)",16
4730,Designers focus more time energy on improving differentiating their product by using,0,12,"Instrument-Agency(e2,e1)",6
4731,I have put an empty line into an article,5,8,"Entity-Destination(e1,e2)",7
4732,The discussed how clean the throttle cable on gas scooter,5,6,"Component-Whole(e2,e1)",12
4733,The citizenship connection Britain Italy is shown in parentheses,1,8,Other,0
4734,A social ride departs from the Cleveland library heads for Carbrook where it Splits into 2 groups,2,7,"Entity-Origin(e1,e2)",13
4735,The forth devision marched through the gate dust hanging in stifling clouds above the column,2,3,"Member-Collection(e2,e1)",16
4736,He testified that cause death was massive bleeding into the blood sac the heart caused by stab wound on the left chest,4,17,"Cause-Effect(e2,e1)",10
4737,The woods that furnish the best charcoal for painters are the beech vine,6,8,"Instrument-Agency(e1,e2)",5
4738,The scale such landslides on natural slopes can be large enough devastate entire villages or towns such as the Huascaran Avalanche triggered by the Peru earthquake Mw = or the complex slides caused by the Alaska earthquake in Ms =,31,36,"Cause-Effect(e2,e1)",10
4739,As part his wicked plan Pete promotes Mickey his pals into the legion musketeers assigns them guard Minnie,12,13,"Member-Collection(e2,e1)",16
4740,She made face at him slowly sipped her guava nectar watching him over the rim her glass,8,9,"Entity-Origin(e2,e1)",14
4741,An invoice is commercial document indicating the products quantities agreed prices for products or services the seller has provided the buyer,1,7,"Message-Topic(e1,e2)",1
4742,I have inserted animation into the card,3,6,"Entity-Destination(e1,e2)",7
4743,Donald Rayfield Professor Russian Georgian at the University London presents us with blush boys who made the Faustian bargain with Stalin,12,13,"Member-Collection(e2,e1)",16
4744,He dumped the pineapple into the ungreased cake pan,3,7,"Entity-Destination(e1,e2)",7
4745,The chosen volume contains software which is newer than the software you are installing,2,4,"Content-Container(e2,e1)",18
4746,A remote slope Nevado m peak is the ultimate source the river,2,11,Other,0
4747,The composition forming the subject the present invention included one or more fillers as defined above,1,7,Other,0
4748,Much Indian is distilled from fermented molasses as such would be considered sort rum outside the Indian subcontinent,2,6,"Entity-Origin(e1,e2)",13
4749,is glycoprotein hormone that regulates the production platelets by the bone marrow,7,11,"Product-Producer(e1,e2)",3
4750,The study is the first major contribution the global warming debate by an economist rather than an environmental scientist,1,13,"Product-Producer(e1,e2)",3
4751,Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers,4,5,"Cause-Effect(e1,e2)",9
4752,Only domestic flights are landing into this airport,2,7,"Entity-Destination(e1,e2)",7
4753,We currently store the mixture in covered container in the refrigerator we will use it up within couple days,4,7,"Content-Container(e1,e2)",17
4754,The Israeli army erected giant earth mound across crucial agricultural road in the northern West Bank,2,6,"Product-Producer(e2,e1)",4
4755,A grieving family learned their had been cremated when they found stranger body in her casket,12,15,"Content-Container(e1,e2)",17
4756,A train with locomotive attached at each end is described as tailed this practice typically being used when there are no reversing facilities available,1,3,"Component-Whole(e2,e1)",12
4757,Pilot information needs were investigated in survey,2,6,"Message-Topic(e2,e1)",2
4758,The immediate impact the poem is established in the first two lines,2,11,Other,0
4759,We feasted upon meal sumptuously produced by our chef Issy then the games commenced,3,8,"Product-Producer(e1,e2)",3
4760,As soon as the lumberjack saw the thief the lumberjack thought that If I kill him bring his head the authorities I will get reward,4,7,Other,0
4761,I purchased the Wen lumberjack saw few years ago just broke the blade,4,5,"Instrument-Agency(e2,e1)",6
4762,A trend has been caused by the growing absolute numbers young people on the planet by the rising unemployment rate,1,17,"Cause-Effect(e2,e1)",10
4763,For some reason the star was blinded from his own insight about the incommensurability time,4,10,Other,0
4764,It is the last auto plant operating in California Toyota only plant represented by the United Automobile Workers,4,5,"Product-Producer(e1,e2)",3
4765,Birth defects are caused by drugs that the persons have been exposed before birth,0,5,"Cause-Effect(e2,e1)",10
4766,The precautionary principle insists on certainty that technology is not harmful before it can be used,2,5,Other,0
4767,The controller regulates the superheat using double loop system,1,8,"Component-Whole(e2,e1)",12
4768,The soils used for the growing irrigated cotton in the Macquarie Valley are variable each soil type has its own characteristics problems,1,5,Other,0
4769,acetonitrile is distilled from phosphorus pentoxide immediately before use,0,4,"Entity-Origin(e1,e2)",13
4770,This still images sequence shows plane switching from runway while on final approach in Frankfurt airport,5,8,"Entity-Origin(e1,e2)",13
4771,Each omnidirectional mic capsule is fitted with metal alligator clip which can be attached on either side your head,3,9,"Component-Whole(e2,e1)",12
4772,Rainwater falls into special use,0,4,Other,0
4773,In these cases fever from constipation there are no local signs except perhaps varying amount tenderness over the sigmoid flexure the colon but only appreciable where the distension gut is extreme,3,5,"Cause-Effect(e2,e1)",10
4774,You carry it in purse or pocket or attach it your belt using the clip on the back the alarm,14,19,"Component-Whole(e1,e2)",11
4775,The film makes the point that is an important aspect such an affair the heart,1,6,"Message-Topic(e1,e2)",1
4776,Prevx has added functionality into its new tool,3,7,"Entity-Destination(e1,e2)",7
4777,A kid took baby koala church on Sunday,4,5,"Entity-Destination(e1,e2)",7
4778,Acid precipitation was caused when dioxides oxides nitrogen were released into the atmosphere,5,12,"Entity-Destination(e1,e2)",7
4779,For other useful ideas on how use aide literary analysis the girls read Robert Harris The personal computer as tool for student literary analysis,17,21,"Instrument-Agency(e1,e2)",5
4780,Allegations were made about Galloway personal financial,0,7,"Message-Topic(e1,e2)",1
4781,When the cleaner was down in cistern the children enjoyed looking down into the cistern see him work,2,6,Other,0
4782,About animals in herd swine herd approximately % contracted the virus,1,3,"Member-Collection(e1,e2)",15
4783,A popular local restaurant is the source an outbreak linked Salmonella,3,8,"Entity-Origin(e2,e1)",14
4784,When the coil the relay is at rest not energized the common terminal the normally closed terminal have continuity,2,4,"Component-Whole(e1,e2)",11
4785,The Manor with its tower endangered Rothschild giraffes also features an education center where kids can take guided walks through the surrounding primeval forest learn about the rich local flora fauna,4,7,"Member-Collection(e2,e1)",16
4786,The cell line was derived from cell culture,1,6,Other,0
4787,The apartment has separate dining room which can easily be converted into third bedroom if need be,1,4,"Component-Whole(e2,e1)",12
4788,Campbell from the congressman own party stepped into the fray introducing special bill that made an exception the general rule in the particular case the student Jesus Apodaca,3,5,"Member-Collection(e1,e2)",15
4789,When service time came he carefully put the wine in cradle that holded it at an angle,8,10,"Entity-Destination(e1,e2)",7
4790,Toxoplasmosis is caused by infection with Toxoplasma gondii an obligate intracellular parasite,0,11,"Cause-Effect(e2,e1)",10
4791,The goods services that make up this economy are sadly familiar prostitution slavery drugs arms protection rackets money laundering,7,11,"Component-Whole(e2,e1)",12
4792,In several her songs Marshall has reflected on her racial identity,3,10,"Message-Topic(e1,e2)",1
4793,The artist skilfully the wood with distinctive style which captures the beauty the harmony the nature,1,7,"Instrument-Agency(e2,e1)",6
4794,Most importantly the shock anger caused by the surprise attack on Pearl Harbor united divided nation was translated into wholehearted commitment victory in World War II,3,9,"Cause-Effect(e2,e1)",10
4795,The message is being delivered the mailman,1,6,"Entity-Destination(e1,e2)",7
4796,Over the next six years the army built wall Roman miles long or modern miles some 5 feet high east west from Wallsend Bowness,6,8,"Product-Producer(e2,e1)",4
4797,Morton neuroma is the most common cause localized pain in the third interspace these diagnostic tests produce good indications the condition,1,8,"Cause-Effect(e1,e2)",9
4798,The government Iraq has established committee consider proposed amendment the Constitution Iraq,5,8,Other,0
4799,The government has run into criticism after quietly closing its grant for solar energy last week,1,5,"Message-Topic(e2,e1)",2
4800,Water in cistern is suitable for drinking water or bathing,0,2,"Content-Container(e1,e2)",17
4801,New experiences throw neurons into reverse,3,5,Other,0
4802,He had attended Vollenhoven lectures read the philosopher books much them available for years in editions in Dutch,7,8,"Product-Producer(e2,e1)",4
4803,The Parthenon frieze shows racing chariots ahead the cavalcade mounted horsemen,8,10,"Member-Collection(e2,e1)",16
4804,I 've never seen anything like it in my life they have whole town prarie dogs,13,15,Other,0
4805,Furthermore the substrate doping density at which impact ionization causes avalanche breakdown at the trench capacitor junction has been estimated,8,10,"Cause-Effect(e1,e2)",9
4806,The man is falling into drug addiction needs help,1,6,Other,0
4807,While it is very easy tuck the cash in desk drawer or closet shelf it is not secure,7,9,"Content-Container(e1,e2)",17
4808,The socialists had left the room protest against Wilm speech on the taxi,1,5,"Entity-Origin(e1,e2)",13
4809,The body Sandra Cantu was discovered inside suitcase in an irrigation pond,1,7,"Content-Container(e1,e2)",17
4810,Major disasters like cyclone floods the storm surges drought are caused by climate change,3,12,"Cause-Effect(e2,e1)",10
4811,When water in kettle becomes acidic due decomposing organic plant matter it becomes kettle bog or kettle peatland,1,3,"Content-Container(e1,e2)",17
4812,I got ta bottle full snake oil with label made rainbows,3,5,"Content-Container(e2,e1)",18
4813,I really got into using baking soda for cleaning so I buy it in bulk,6,8,Other,0
4814,The Billboard charts tabulate the relative weekly popularity songs or albums in the United States,2,7,"Message-Topic(e1,e2)",1
4815,He has been jury member at four Olympic Games Chairman in,3,4,"Member-Collection(e2,e1)",16
4816,This information is part the information in the file storage is required for proper display analysis the images,5,9,"Content-Container(e1,e2)",17
4817,They were allowed use the top two steps the ladder,7,9,"Component-Whole(e1,e2)",11
4818,Knee injuries from running are treated prevented by following tips performing stretches from Runner World.com,1,3,"Cause-Effect(e2,e1)",10
4819,Each zone is denoted with an icon indicating how difficult the zone is expected be conquer,1,6,Other,0
4820,This paper discusses an signature verification method based on angular direction pen point movement,11,12,"Component-Whole(e2,e1)",12
4821,Spanish people successfully resolved the problem through judicious combination shared rule,1,8,"Instrument-Agency(e2,e1)",6
4822,The thermostat the refrigerator is fitted on the evaporator surface,1,3,"Component-Whole(e1,e2)",11
4823,Ita s hard for me fathom the craziness that has been caused by the virus,7,14,"Cause-Effect(e2,e1)",10
4824,He remembers their shared past childhood school the war years those which followed until when the girl left her native country,16,20,"Entity-Origin(e1,e2)",13
4825,Details new contract were under discussion,0,5,"Message-Topic(e2,e1)",2
4826,The fit this jacket is perfect it is not bulky,1,3,Other,0
4827,The displacement comes from low atmospheric pressure within the the depression,1,5,"Cause-Effect(e2,e1)",10
4828,The prescription bottle was inside plastic pouch along with the Newport cigarette box containing one the crack pipes,1,5,"Content-Container(e1,e2)",17
4829,The church comprises six portals representing different architectural styles from Gothic Renaissance style,1,4,"Component-Whole(e2,e1)",12
4830,Blast fishing or dynamite fishing is the practice using explosives stun or kill fish,3,4,Other,0
4831,This usage is uncommon among players the instrument,5,7,"Instrument-Agency(e2,e1)",6
4832,The first question concerns the extent nature the shocks that buffet the system,2,5,"Message-Topic(e1,e2)",1
4833,The Trustees invested money directly into funds made available by Newton Investment,3,6,"Entity-Destination(e1,e2)",7
4834,The eye works using the retina as lens,1,5,"Component-Whole(e2,e1)",12
4835,New furniture has been delivered the house,1,6,"Entity-Destination(e1,e2)",7
4836,As sergeant major the army Preston serves as the army chief the staff personal adviser on all matters particularly in areas affecting soldier training quality life,1,4,"Member-Collection(e1,e2)",15
4837,A snake tongue looks like long sharp slender forked finger,1,2,"Component-Whole(e2,e1)",12
4838,The team moved into the championship game,1,6,"Entity-Destination(e1,e2)",7
4839,A undergraduate from Nigeria is building helicopters out old car bike parts,1,11,"Instrument-Agency(e2,e1)",6
4840,His adventures form the subject my first two films,1,8,"Message-Topic(e2,e1)",2
4841,They respond directly these current vacancies mentioning the job code reference on the subject the mail,10,15,"Message-Topic(e2,e1)",2
4842,It is inherently no less silly see king in pear as all France did than see pear in rabbit rabbit in carafe carafe in clock so on so forth,19,21,"Content-Container(e1,e2)",17
4843,This book written by man for the benefit women seems be dividing reader opinion,1,4,"Product-Producer(e1,e2)",3
4844,Salva Kiir gave speech the north for the slow progress the country peace agreement,3,5,"Message-Topic(e1,e2)",1
4845,In international news agencies reported the murder old English boy James Bulger,2,6,Other,0
4846,is caused by local infection the lacrimal gland by bacteria or viruses,0,4,"Cause-Effect(e2,e1)",10
4847,This page shows you how hold your fingers hands correctly addresses the most common problems,7,8,"Component-Whole(e1,e2)",11
4848,First all it is source specialist cadre various specialties such as monument art renovation foreign language teachers economists chemists lawyers IT specialists just name few who often stay in the city after graduating,6,8,Other,0
4849,Shortly after takeoff an apparent systems malfunction has caused the inadvertent launch an Sidewinder missile,6,11,"Cause-Effect(e1,e2)",9
4850,After the war as the Midway was preparing for retirement she was called upon one last time the Philippines help with an evacuation after the eruption Mt Pinatubo,22,25,"Cause-Effect(e2,e1)",10
4851,The palace was built by the lake during the reign the Umayyad caliph I CE,1,6,Other,0
4852,The vibrations caused violent twisting motion on the bridge,1,5,"Cause-Effect(e1,e2)",9
4853,MP shows spread into rather than epidermal tissues during virus infection,2,4,"Entity-Destination(e1,e2)",7
4854,The kids took the bus school before so do n't start taking them now that you have more free time,1,4,"Instrument-Agency(e2,e1)",6
4855,Just as the terrorists took advantage our relatively open porous educational aviation immigration systems plan execute their attacks they also likely took advantage our financial systems,3,13,"Instrument-Agency(e2,e1)",6
4856,Brent writing in accepted much the classification scheme set out in earlier works,7,12,"Message-Topic(e2,e1)",2
4857,The final round lets the last 2 contestants answer the question from hint given qualification find the last man standing,2,7,Other,0
4858,To help doctors know cure headaches from medication overuse revised criteria was published by the International Headache Society,5,7,"Cause-Effect(e2,e1)",10
4859,Another variety flower wine called is made from varieties flowers,2,3,"Entity-Origin(e2,e1)",14
4860,The debates proposal is still under consideration although there are potential problems,2,6,Other,0
4861,Less obedience was extracted from subjects in this case,1,5,Other,0
4862,A bazaar fledgling guillemots braved plunge from the Flat this afternoon raucous cheering from the crowd,1,3,"Member-Collection(e2,e1)",16
4863,In two men including local parks commissioner defaced the monument with white paint were sentenced jail time,2,12,"Instrument-Agency(e2,e1)",6
4864,We saw that the email had been sent the customer,4,9,"Entity-Destination(e1,e2)",7
4865,There are variety basic gardening tools that the all gardeners have,5,9,"Instrument-Agency(e1,e2)",5
4866,A coat arms was conjured from the fertile imagination an artist,1,10,"Product-Producer(e1,e2)",3
4867,The struggle began in when machinists making seat covers for the car giant were paid less than men who swept floors,5,8,"Product-Producer(e2,e1)",4
4868,Another known connector uses the center conductor the coaxial cable push out the pin the connector,13,15,"Component-Whole(e1,e2)",11
4869,They are arranged on the chart in accordance with their position relative the aircraft arrival from the en route structure,13,19,"Entity-Origin(e1,e2)",13
4870,For the satellite with rotors one must include the effects p as well this modification consistent with is given in,2,4,"Component-Whole(e2,e1)",12
4871,Debate continues swirl around the theory evolution Charles Darwin proposed years ago in his groundbreaking book,0,5,"Message-Topic(e1,e2)",1
4872,The wallet contained driver license passport couple credit cards $ in cash,1,5,"Content-Container(e2,e1)",18
4873,Head injuries are common cause unconsciousness they occur in many sports like rugby boxing,1,5,"Cause-Effect(e1,e2)",9
4874,Modern pioneer builds home from scratch,1,5,Other,0
4875,A family was evacuated from their home near the north Canterbury township Waiau when the Waiau River flooded overnight,1,6,"Entity-Origin(e1,e2)",13
4876,His girlfriend was in trunk they drove over bridge,1,4,Other,0
4877,The tabernacle was inside rectangular court whose entrance faced the East,1,5,Other,0
4878,The colouration has been caused by blue dye,1,7,"Cause-Effect(e2,e1)",10
4879,Small diced pieces peach is found in the cheesecake whats more thick slice peach jelly is hidden in between the cheesecake,13,14,"Entity-Origin(e2,e1)",14
4880,A drug smuggler tried secret more than 2 pounds hashish into the country inside wooden chessboard,9,15,"Content-Container(e1,e2)",17
4881,From the anger sky was evolved from the sky air was evolved from the air fire was evolved from the fire water was evolved,2,3,Other,0
4882,Angeles Ortega family became involved with Yeni Navan after hearing from the local priest about cooperative organic coffee producers that was forming in order seek out new markets better prices,15,18,"Member-Collection(e2,e1)",16
4883,The disk controller were in box seven feet high about feet long 3 feet wide,1,5,"Content-Container(e1,e2)",17
4884,The poem is from his posthumous diaries collection A River Dies Thirst The Girl The Scream,1,6,"Entity-Origin(e1,e2)",13
4885,I 've obediently banked in all his cash into my account put big fat into his casket,14,16,"Entity-Destination(e1,e2)",7
4886,The studentship comprises tax free bursary GBP pa plus the payment fees for three years,1,5,"Component-Whole(e2,e1)",12
4887,As noun tag is basic element the languages used create web pages HTML similar languages such as XML,2,7,"Component-Whole(e1,e2)",11
4888,As Zhivago Omar Sharif grabs her hand help her aboard she slips seems fall beneath the wheels the train,16,18,"Component-Whole(e1,e2)",11
4889,The defendant battered the victim with standard weighted workout glove containing sand in the palm area,1,9,"Instrument-Agency(e2,e1)",6
4890,Occasionally dream proffers no solution but portrays only the anxiety which is generated by the conflict,9,15,"Cause-Effect(e2,e1)",10
4891,When the merchant was ready come home he had bought diamond necklace for his first daughter,10,11,Other,0
