id,sentence,e1_pos,e2_pos,label
3075,"Max Weber 's 1922 opus , Economy and Society discusses the link between a pantheon of gods and the development of monotheism .",14,16,"Member-Collection(e2,e1)"
3076,"A tent assembly includes a tent frame , a top support frame mounted on top of the tent frame , and an umbrella frame connected to the top support frame .",5,6,"Component-Whole(e2,e1)"
3077,Major car manufacturers are launching more and more cars to attain the top position in this jungle of automotives .,16,18,Other
3078,This text indicates that the drawing was enclosed in a letter to Anna .,5,10,"Component-Whole(e1,e2)"
3079,They have taken this from my trousseau when something rustles beyond the staggering gambol of the shadow dancers .,13,17,Other
3080,The mass on the whisk side of the broom is closer to the center of mass than the end of the broom stick .,21,22,"Component-Whole(e2,e1)"
3081,"The penholder is held between the thumb and first and forefingers , the thumb pressing upon the holder about two inches from the point of the pen .",23,26,"Component-Whole(e1,e2)"
3082,The substance is injected into the damaged area .,1,7,"Entity-Destination(e1,e2)"
3083,I 'm using a fast and safe way to import cars to overseas .,10,12,"Entity-Destination(e1,e2)"
3084,"For example , a television anchor uses a microphone on their lapel .",5,8,"Instrument-Agency(e2,e1)"
3085,"This is a song from the musical I 'm making , it 's about where a young lady , the sacrifice , ran away from the monks .",17,26,"Entity-Origin(e1,e2)"
3086,"In the second line , behind Marshal Soult , was first the division of united grenadiers , and on their left were the two divisions of Marshal Bernadotte .",12,15,"Member-Collection(e2,e1)"
3087,Stroke patients have been entered into hospital for neuroprotection .,1,6,"Entity-Destination(e1,e2)"
3088,The press release from the respondent 's counsel describing the settlement is here .,1,7,"Entity-Origin(e1,e2)"
3089,The principal is a member of the corporation ( governing body ) and is its main professional adviser .,1,7,"Member-Collection(e1,e2)"
3090,"Instead of placing the seeds in a strainer basket , they were placed in a wet muslin or cheesecloth and hung up .",4,8,Other
3091,Our company has entered into the exclusive retail business and plans to open 60 retail stores in the country in the next 5 years .,1,7,Other
3092,Billions of euro are invested into nanotechnology in Europe .,0,6,"Entity-Destination(e1,e2)"
3093,The marsupial pouch helps keep the young attached to a teat .,1,2,"Component-Whole(e2,e1)"
3094,The overall damage caused by the destruction of land and property for the Wall 's construction has taken many years to recover further .,2,6,"Cause-Effect(e2,e1)"
3095,ER physicians trying to save an eyeball that has popped out of an accident victim 's head .,6,16,"Entity-Origin(e1,e2)"
3096,First Great Western is preparing to distribute thousands of leaflets on board its trains to inform customers about a major track improvement .,9,21,"Message-Topic(e1,e2)"
3097,The painting shows a burgher portrayed as a benefactor on the steps of his house on the Oude Delft canal .,1,4,"Message-Topic(e1,e2)"
3098,The relationship between Gaelic and Australian football is the subject of a controversy among historians .,1,12,"Message-Topic(e2,e1)"
3099,The pain he felt was caused by the plant rubbing against his capillaries .,1,9,"Cause-Effect(e2,e1)"
3100,These loans are travelling into foreclosure significantly slower than conventional loans .,1,5,Other
3101,Several blocks of flats caught fire after the blaze spread from a building site in Sumner Road .,5,8,"Cause-Effect(e2,e1)"
3102,"They used prestige ratings obtained from academic deans , recruiters at firms , and prospective MBA candidates .",3,7,"Product-Producer(e1,e2)"
3103,The Hawke 's Bay Herald building was completely destroyed by the fire after the earthquake .,11,14,"Cause-Effect(e2,e1)"
3104,"In particular , the system convinced the jury with its advanced speech recognition module and a successful dialog .",4,13,"Component-Whole(e2,e1)"
3105,The performer briefly covers the window with a newspaper or jacket for 5 seconds .,1,8,"Instrument-Agency(e2,e1)"
3106,Tea-related scenes form the subject of paintings and drawings .,1,6,"Message-Topic(e2,e1)"
3107,The methods mentioned here are analysed in the next section .,1,9,"Message-Topic(e2,e1)"
3108,A pedometer uses a spring loaded arm to measure the vertical movement .,1,6,"Component-Whole(e2,e1)"
3109,Winds have been blowing smoke from the fire into heavily populated areas .,4,11,"Entity-Destination(e1,e2)"
3110,The apartment comprises a large open plan reception room with direct access to a west facing balcony and stripped and polished floors .,1,16,"Component-Whole(e2,e1)"
3111,We seek to actually reverse the injury that has been caused by the heart attack .,6,13,"Cause-Effect(e2,e1)"
3112,It is easier to push the blade through the soil and is easier on the gardener 's footwear .,15,17,"Instrument-Agency(e2,e1)"
3113,"It was Sean who first spun the cylinder of the revolver , put the eight-inch barrel to his head and pulled the trigger .",7,10,"Component-Whole(e1,e2)"
3114,The towers and battlements of this fortress gleam brilliantly on the rare occasions when the sun appears .,3,6,"Component-Whole(e1,e2)"
3115,The important thing is to be able to write two or three sentences pointing out similarities and differences between the poems .,12,15,"Message-Topic(e1,e2)"
3116,"A very large sounder of boar emerges , racing across the bare ground between the grass and the waterhole .",3,5,"Member-Collection(e2,e1)"
3117,He stuffed the paper into the bottom of his backpack .,3,9,"Entity-Destination(e1,e2)"
3118,The echoing you see is from an expect command running after send has run .,1,8,"Cause-Effect(e2,e1)"
3119,"Luckily , the timer of the bomb had malfunctioned and it had not caused further damage .",3,6,"Component-Whole(e1,e2)"
3120,The first clause states that the retiree is entitled to an annuity .,2,6,"Message-Topic(e1,e2)"
3121,"They were your run-of-the-mill poultry workers and janitors , people whose chief crime was to cross a border , an arbitrarily line that determines who is rich and who is poor , who has rights and who does n't .",3,5,Other
3122,The sprinkler spins because of the recoil as the water leaves the nozzle .,9,12,"Entity-Origin(e1,e2)"
3123,This film documented the first journey of an European orchestra to Iran after 30 years .,1,5,"Message-Topic(e1,e2)"
3124,The advertising campaign for the film also emphasized the supposed historical accuracy .,1,5,"Message-Topic(e1,e2)"
3125,"In the spring of 1950 , the FCC issued a warning to the Hollywood motion picture studios against withholding product and talent from broadcast television , in what motion picture exhibitors denounced as `` a bullying statement '' .",21,24,Other
3126,"Tidal is a major departure for Cisco , a switch and router company that in the last year has been on an acquisition binge buying a number of Web 2.0 application firms .",11,12,"Product-Producer(e1,e2)"
3127,"The undernourished kittens were 'rehabilitated ' with ad libitum access to food from six weeks of age onwards , and eventually achieved normal body size .",11,14,Other
3128,These later paintings explore non-figurative shapes and textures within a bare compositional space .,2,5,"Message-Topic(e1,e2)"
3129,"Lymphedema is an abnormal build-up of fluid that causes swelling , most often in the arms or legs .",0,9,"Cause-Effect(e1,e2)"
3130,"In some societies , it really matters to a husband that he comes back to a meal cooked by his wife .",16,20,"Product-Producer(e1,e2)"
3131,"Within it I found a large quantity of small smelts , besides prawns , shrimps , and a few small crabs .",6,9,"Member-Collection(e2,e1)"
3132,The blood originates from an abnormal blood vessel that leaks or ruptures .,1,7,"Entity-Origin(e1,e2)"
3133,Religion has become the hottest topic of study for United States historians .,0,5,Other
3134,"The developed mechanism is composed of a dual coaxial high-precision goniometer , which has theta-in and theta-out axes with 0.0025 '' resolution , and two crystal mounts connected to the rotation axes ( Fig . 1 ) .",2,10,"Component-Whole(e2,e1)"
3135,"Since the PN signal is generated by an algorithm , knowledge of the algorithm reveals the entire sequence .",3,8,"Cause-Effect(e2,e1)"
3136,This government views science simply as a tool for profit generation .,3,10,Other
3137,Tokay students cultivate plot of olive trees with the help of donations .,1,11,"Instrument-Agency(e2,e1)"
3138,Argentina was the destruction of the natural grasslands caused by the expansion of the cropping frontiers starting in 1875 .,3,11,"Cause-Effect(e2,e1)"
3139,"The shells are maireeners but of different species ; the 1802 necklet was made with king or queen maireeners , the 1830s necklace with small maireeners .",22,25,"Component-Whole(e2,e1)"
3140,"An old lady was standing at the railing of the cruise ship holding her hat on tight , so that it would not blow off in the wind .",7,11,"Component-Whole(e1,e2)"
3141,A famous singer was sent to prison .,2,6,"Entity-Destination(e1,e2)"
3142,They rail against the coffeehouse fellowship of the artisans and others .,5,8,"Member-Collection(e2,e1)"
3143,"The themes of sex , death and growing older are explored in new works by poet Mark Doty .",3,13,"Message-Topic(e2,e1)"
3144,The device is the best solution for headphone cable knots on your MP3 player .,7,8,"Component-Whole(e2,e1)"
3145,Cornelius Gingerich sold a span of mules to Jake Ayers of Wellman last week .,4,6,"Member-Collection(e2,e1)"
3146,Production of raw steel by the steel mill also dropped by 63104 tons and the same was the case in other products excluding coke .,6,7,"Product-Producer(e1,e2)"
3147,This dissertation examines four romances copied by the scribe himself .,4,8,Other
3148,The current was quite strong and I was having difficulty swimming over to the daggerboard of the boat which was now sticking out of the water .,14,17,"Component-Whole(e1,e2)"
3149,The energy is derived from an external power source .,1,8,"Entity-Origin(e1,e2)"
3150,The scheme is illustrated with the following example .,1,7,"Message-Topic(e2,e1)"
3151,"Earlier on our trip , where the seawall between two backyards was missing , Jennifer and I spotted a plump of moorhens living in the void .",19,21,"Member-Collection(e2,e1)"
3152,The commercial bees are spreading parasites to their wild cousins .,5,9,"Entity-Destination(e1,e2)"
3153,"These aliens were the Covenant , a confederacy of various races brought together by their fanatical religious devotion .",7,10,"Member-Collection(e2,e1)"
3154,That claim is however exploited in the philosopher 's dialogues .,7,9,"Product-Producer(e2,e1)"
3155,He operated the centrifuge with rotors and buckets which show signs of corrosion or mechanical damage .,3,5,"Component-Whole(e2,e1)"
3156,"In September 2001 , IDRC created a council of regional advisors for West and Central Africa .",7,10,"Member-Collection(e2,e1)"
3157,Part of New York City became an `` urban jungle '' -- as a swarm of bees descended on the busy Union Square Park area .,14,16,"Member-Collection(e2,e1)"
3158,Nepala cabinet held a chilly outdoor meeting on a Mount Everest plateau today .,6,11,Other
3159,The Java developer has moved into Weblogic administration .,2,7,Other
3160,"The death of the rat caused the relocation of the flea , and if its next host just happened to be a human , then contagion was the result .",1,7,"Cause-Effect(e1,e2)"
3161,The crowd congregating near the dwelling reminded one man of `` a huge cluster of swarming bees extending far back .,13,16,"Member-Collection(e2,e1)"
3162,200 IT jobs are going into schools in Victoria .,2,6,"Entity-Destination(e1,e2)"
3163,Producers planted the frozen scallops that led to Spike 's elimination from Top Chef .,0,4,Other
3164,"In an experiment , proteins successfully transported copper into the tissue .",7,10,"Entity-Destination(e1,e2)"
3165,The firm assembled a project team consisting of the authors of this paper to develop its OnStar telematics business .,1,5,Other
3166,"Many directors adapt a story from another medium such as a book , play , or game into a film , with varying results .",1,19,"Product-Producer(e2,e1)"
3167,The injury or death was caused by the intoxication and the employee shall be barred from receiving workers ' compensation .,1,8,"Cause-Effect(e2,e1)"
3168,"The mouse has left and right buttons on top , 4-Direction scroll ball between them .",1,6,"Component-Whole(e2,e1)"
3169,Kit Hinrichs talks about his experiences in a recent interview for the One Club .,5,9,"Message-Topic(e2,e1)"
3170,A drunk mother who killed her fiance by running him over with her car outside a pub was jailed for three years today .,2,13,"Instrument-Agency(e2,e1)"
3171,I suffer from headaches from perfume and any other toxic thing I get to smell .,3,5,"Cause-Effect(e2,e1)"
3172,The students poured their empathy into startling poetry .,4,7,"Entity-Destination(e1,e2)"
3173,"The book departs from the movie in several respects , but Eggers does an excellent job taking us inside Max 's head and motivations .",1,5,Other
3174,`` MenuActivate '' occurs when the user accesses the menu with the keyboard or mouse .,6,12,"Instrument-Agency(e2,e1)"
3175,"When opened to its tote bag form , it looks like a unsubstantial tote bag with a compartment for the umbrella .",13,14,Other
3176,"This week the organist was from nearby Trinity Episcopal church , and he did a wonderful job .",3,9,"Entity-Origin(e1,e2)"
3177,I love to sup an ale in a tankard by a blazing fire on a coldly day .,5,8,"Content-Container(e1,e2)"
3178,Takeovers have taken Ted 's portfolio into new territory .,5,8,"Entity-Destination(e1,e2)"
3179,"The pathologists perform study of disease through examination of organs , fluids and tissues of the body .",1,7,"Instrument-Agency(e2,e1)"
3180,"The day was declared a public holiday , and at noon the train started from the gaily decorated station .",12,18,"Entity-Origin(e1,e2)"
3181,The customers are bringing snacks to the movie theaters .,4,7,"Entity-Destination(e1,e2)"
3182,"We hear promises from our leaders of big change in the future , without any credible plans right now .",2,5,"Product-Producer(e1,e2)"
3183,"These changes can be caused by the tumor itself , by increased pressure within the skull caused by the presence of the tumor .",11,22,"Cause-Effect(e2,e1)"
3184,"He was married twice , and after his second marriage he kept in the sight and knowledge of everybody a harem of concubines .",20,22,"Member-Collection(e2,e1)"
3185,"The stainless-steel vessel was filled with nitrogen , and the pressure in the outer volume of the chamber was kept steady .",2,6,"Entity-Destination(e2,e1)"
3186,I have read the comments made by Micheal Hortin with regard to this decision and would like to make the following observations .,4,13,"Message-Topic(e1,e2)"
3187,"While the slide was presented , an audio-recorded biographical script was played describing the person .",9,14,"Message-Topic(e1,e2)"
3188,Tyra Banks and mob of women took over the streets of Union Square Monday ( Aug 17 ) in New York City as they `` flash danced '' for a taping of The Tyra Banks Show .,3,5,"Member-Collection(e2,e1)"
3189,"Instead , the doctor had administered a drug which had caused the eventual death of the child .",7,13,"Cause-Effect(e1,e2)"
3190,"The turtle was slowly pushing the jellyfish in front of his mouth ( in the manner of a water-polo player controlling a ball ) , keeping his prey steady with his flippers .",1,11,"Component-Whole(e2,e1)"
3191,"Like magic , a covert of coots arrives to feed on whatever there is in the lake bottom .",4,6,"Member-Collection(e2,e1)"
3192,"The crashes resulted in the collapse of much of the World Trade Center complex , the destruction of part of the southwest side of the Pentagon .",1,5,"Cause-Effect(e1,e2)"
3193,The haft of the axe is make of yew wood .,1,4,"Component-Whole(e1,e2)"
3194,The smallest star was completely inside the arm of the blue cross .,7,11,"Component-Whole(e1,e2)"
3195,"The cat 's large and prominent eyes are placed well forward on the head and , like the eyes of humans , they face forward .",6,13,"Component-Whole(e1,e2)"
3196,The condition was previously described in the literature .,1,7,"Message-Topic(e2,e1)"
3197,"Finally , they found out that the letter was in a trunk in her mother 's attic .",7,11,"Content-Container(e1,e2)"
3198,"The fact that you actually caused an accident that resulted in injury or death gives them the justification they need to prosecute you to the fullest extent of the law , and seek the toughest penalties possible .",7,11,"Cause-Effect(e1,e2)"
3199,"In the chambre de offering , where the service bed was placed , immutable persons , such as ambassadors or great lords , whom it was desired to honesty , were received in a more covert dernier cri than the canaille of courtiers .",40,42,"Member-Collection(e2,e1)"
3200,The machine blows water into the connecting conduit .,3,6,"Entity-Destination(e1,e2)"
3201,The loan fees were added into the set interest .,1,7,"Entity-Destination(e1,e2)"
3202,"After the distraught cub runs away from home , a mischievous storyteller called Bonifacio sweet-talks him into performing on stage .",3,7,"Entity-Origin(e1,e2)"
3203,"With Bummer gone for the night the groms decide to surf at night with the help of floodlights , but the floodlights cause a power outage for the entire hotel .",21,24,"Cause-Effect(e1,e2)"
3204,A summary of the procedure appears in the table .,1,8,"Component-Whole(e1,e2)"
3205,Intruders are going into the organisation looking for key documents .,0,5,"Entity-Destination(e1,e2)"
3206,"Each painting is built up of many layers over time , thin transparent layers are juxtaposed with thicker juicier layers of paint .",1,7,"Component-Whole(e2,e1)"
3207,An inflammation of the liver caused by the hepatitis A virus ( HAV ) .,1,10,"Cause-Effect(e2,e1)"
3208,The authors produced a high quality book that is an important reference source whenever I need to undertake strategic planning .,1,6,"Product-Producer(e2,e1)"
3209,It is a relatively simple task to lubricate your brake cables periodically .,9,10,"Component-Whole(e2,e1)"
3210,"The conclusion of the investigation was that the loss was caused by a failure in a cell wall , resulting in a serious crack and a leakage that the pumps were not able to cope with .",8,13,"Cause-Effect(e2,e1)"
3211,The talk considers graphs and multi-graphs as a subject of knowledge .,1,3,"Message-Topic(e1,e2)"
3212,The tsunami was generated by an unusual type of earthquake that occurs near oceanic trenches .,1,9,"Cause-Effect(e2,e1)"
3213,The prisoners escaped from an older part of the jail .,1,9,"Entity-Origin(e1,e2)"
3214,This fish lives in shoal of 150 to 900 .,1,4,"Member-Collection(e1,e2)"
3215,Firefighters mark hydrants that work okay with spray paint .,0,8,"Instrument-Agency(e2,e1)"
3216,"In 2009 , Daniel Bennett began litigation against the University of Leeds for it having disposed of 5s 7lbs of lizard excrement he had meticulously collected .",20,21,"Product-Producer(e2,e1)"
3217,The inspiration came from a temp job he once had that involved alphabetizing purchase orders and a job he had as an engineer for three months .,1,6,"Entity-Origin(e1,e2)"
3218,Each student is a participant in a web conferencing session .,1,9,Other
3219,A portion of the ethernet cable 's outer insulation is in the connector as well .,5,8,"Component-Whole(e2,e1)"
3220,The key was inside a planter thing we had hanging near the door .,1,5,"Content-Container(e1,e2)"
3221,"Around the globe , unique and fascinating species face extinction from hunting and habitat destruction , which affects vulnerable animals in every kind of environment .",9,11,"Cause-Effect(e2,e1)"
3222,Most people are familiar with feelings of anxiety .,1,5,Other
3223,The nail gun drives the nail using a single rapid stroke so that heat is generated by friction between the nail and the wood .,2,5,"Instrument-Agency(e2,e1)"
3224,"As he was mulling over his options , the front door of the cottage opened and someone stepped out .",10,13,"Component-Whole(e1,e2)"
3225,The book involves the reader in many other themes of vital relevance to everyone .,1,8,"Message-Topic(e1,e2)"
3226,Capacity is the combination of human resources and institutions that permits countries to achieve their development goals .,3,6,Other
3227,The workers fell from an upper part of the roof to a lower part .,1,5,"Entity-Origin(e1,e2)"
3228,"Frequently , the librettist has n't had an inkling of these feelings , for they are all in the composer 's head .",19,21,"Component-Whole(e2,e1)"
3229,"In Swahili , Jana means yesterday ; so here are some items from her yesterdays .",11,14,"Entity-Origin(e1,e2)"
3230,"The team finishes the season with a 9-11 record , just short of tournament contention .",1,4,Other
3231,"It became an obsession but , frustrated at every turn , he eventually made do with a copy made by a family firm in Nottingham .",17,22,Other
3232,The flag randomly popped out of an enemy 's corpse .,1,9,"Entity-Origin(e1,e2)"
3233,But the most damage has been caused by the corrosive effects of wind and water .,3,10,"Cause-Effect(e2,e1)"
3234,The first scene shows a meeting between Axel and a tramp in the street at night-time .,2,5,"Message-Topic(e1,e2)"
3235,The fueltruck was contained in a large box to ensure that any spilled diesel would be contained .,1,7,"Content-Container(e1,e2)"
3236,"One of the requirements of the portfolio is a goal sheet , which is completed by the student .",10,17,"Product-Producer(e1,e2)"
3237,The sun emerged from the pillow of white clouds .,1,5,"Entity-Origin(e1,e2)"
3238,The central theme of the book is the development of the idea of congruence .,5,8,"Message-Topic(e1,e2)"
3239,"After the snake was in a jar for a few minutes , it ceased the letisimulatory posturing and appeared normal .",2,6,"Content-Container(e1,e2)"
3240,"Rice beer is a famous Asian country 's drink , especially in Japan .",0,1,"Entity-Origin(e2,e1)"
3241,"I feel honored to have been awarded this scholarship , since it comes from the governing body of pathologists , which decides who is worthy and who they think will progress to become successful in this field .",16,18,"Member-Collection(e2,e1)"
3242,"Theocritus was born in Syracuse , Sicily , spent time on the island of Kos and was also a member of the pleiad of Alexandrian poets under Ptolemy II in Alexandria .",22,25,"Member-Collection(e2,e1)"
3243,"The years of the first postwar five-year plan saw a vigorous rise in the factory 's output of equipment for the chemical , metallurgical , coal and petroleum industries .",14,18,"Product-Producer(e2,e1)"
3244,These city dwellers have sunk into abominations .,1,6,Other
3245,"The model describes the relationship between a government and the manager of a firm which produces a pure public good , under private or public ownership .",10,13,Other
3246,I will need a Stevyn sized box as I have more mucus than an escargotoire of giant African land snails .,14,19,"Member-Collection(e2,e1)"
3247,Putting a first time learner in the driver 's seat of a car is a scary proposition .,7,12,"Instrument-Agency(e2,e1)"
3248,The 2 in 1 shampoo and conditioner was in a bottle fixed on the shower wall .,4,10,"Content-Container(e1,e2)"
3249,This study has added insights into the diversity as a phenomenon in nursing and has implications for the nursing profession .,4,7,"Message-Topic(e1,e2)"
3250,"Brutality was an intrinsic part of plantation life and no child , however privileged or protected , could escape its ugliness or it savagery .",0,6,Other
3251,A unique `` red and green '' army of trade union and environmental campaigners was on the march in an attempt to save from closure Britain 's only major wind turbine manufacturing plant .,30,32,"Product-Producer(e1,e2)"
3252,"In his Running Film ( 1972 ) , each shot lasts for ten seconds while a figure runs away from the camera as far as he can in the time .",16,21,"Entity-Origin(e1,e2)"
3253,The police told an open government surveyor it `` does n't give out the records '' .,1,6,Other
3254,The movement developed from the rediscovery by European scholars of many Greek and Roman texts .,1,5,"Cause-Effect(e1,e2)"
3255,The fireman 's report for the afternoon of January 11th stated the Banbury seam to be in good condition with no gas and good ventilation .,1,3,"Product-Producer(e2,e1)"
3256,The albinistic birds are descended from an albinistic parent for in all these years that I have been observing these abnormal birds .,2,8,"Entity-Origin(e1,e2)"
3257,The mycelia of truffles form symbiotic relationships with the roots of several tree species .,1,3,"Component-Whole(e1,e2)"
3258,"An expansion tank has a vertically set up cylinder with a float therein , which forms a separating element between water and gas in the cylinder .",2,8,"Component-Whole(e2,e1)"
3259,The vascular dilatation was caused by the sympathetic and the course of vaso-motor nerves .,2,13,"Cause-Effect(e2,e1)"
3260,Sheet and rill erosion is considered to be the most harmful of all soil erosion forms since it may be unnoticed or ignored by the peasant .,2,3,"Cause-Effect(e2,e1)"
3261,Engine pistons transmit the force generated by the combustion gas to the connecting rods .,0,1,"Component-Whole(e2,e1)"
3262,A young girl tries to fit in with a clique of popular middle school girls after moving into the guest house of one of their homes .,9,14,"Member-Collection(e2,e1)"
3263,"Naturally , they get taken in by a sorority of misfits who teach them that what 's on the inside is more important than being cute .",8,10,"Member-Collection(e2,e1)"
3264,The foot was inside a white Nike running shoe .,1,7,"Content-Container(e1,e2)"
3265,"Expecting the lion to come out of the bushes at any moment , we were surprised to see a coalition of male cheetahs instead .",19,22,"Member-Collection(e2,e1)"
3266,We store the cards in a matching box .,3,7,"Content-Container(e1,e2)"
3267,The female constructs a nest of grass in a hollow on the ground .,4,6,Other
3268,The problem comes from the widgets resembling HTC 's own Sense UI widgets .,1,5,"Cause-Effect(e2,e1)"
3269,NASA have also taken fish into space .,4,6,"Entity-Destination(e1,e2)"
3270,"The average soldier joins your army for the pay , and if you can not pay him he will walk away and go back to get a job as a farmer or laborer .",2,5,"Member-Collection(e1,e2)"
3271,The kids get to hop around in a sack or pillowcase .,1,8,Other
3272,More important advantages are related to the position of a left-handed first baseman with respect to the base .,2,7,Other
3273,The boat had set sail on Wednesday from the port of Kotorr ( Monte Negro ) and was making to southern coast of Italy .,1,9,"Entity-Origin(e1,e2)"
3274,The mage blasts the foe with spells and the Knights ride up the flank and hammer the enemies ' sides .,1,6,"Instrument-Agency(e2,e1)"
3275,"So far this year , the city has dumped sewage into the river more than 500 times .",9,12,"Entity-Destination(e1,e2)"
3276,The northern half of the block includes a parking structure with five levels .,5,8,"Component-Whole(e2,e1)"
3277,A family report on Hope 's website gave details of the morning 's events .,2,13,"Message-Topic(e1,e2)"
3278,"The owner returns the amount paid by way of guarantee deposit , within 31 days after the occupants ' departure from the property .",17,22,"Entity-Origin(e1,e2)"
3279,"Most ticking is made of synthetic fibers like polyester , or acrylic .",1,6,"Entity-Origin(e1,e2)"
3280,"The pizza was contained in a large , recyclable cardboard box , and the sugar was packaged in a recyclable paper bag .",1,9,"Content-Container(e1,e2)"
3281,One of the guards at the entrance of the supermarket said it had been the same scenario on Saturday with a long queue for sugar being the order of the day .,6,9,"Component-Whole(e1,e2)"
3282,The painting was in a trunk next to the bed .,1,5,"Content-Container(e1,e2)"
3283,"Thus , the interpretation of a battery of psychological tests depends on who does the interpreting .",6,9,"Member-Collection(e2,e1)"
3284,"In this strategy we set out the main issues , priorities and tasks .",2,8,"Message-Topic(e1,e2)"
3285,"The fire is caused by overheating of connections , which is cause by its turn by poor ohmic contact .",1,5,"Cause-Effect(e2,e1)"
3286,The subject first moves a foot in order to take a step .,1,5,"Component-Whole(e2,e1)"
3287,Figure 9 shows the average delays obtained with this policy as compared with those of the previous subsection .,5,9,"Cause-Effect(e2,e1)"
3288,By the end of 1559 the whole bench of catholic bishops had been replaced .,7,10,"Member-Collection(e2,e1)"
3289,The trip of two mountain goats to was also a subject for discussion .,1,5,Other
3290,Space shuttle science shows how 1908 Tunguska explosion was caused by a comet .,7,12,"Cause-Effect(e2,e1)"
3291,"The result is an exciting melee of influences , all bound together by the unswerving class and charisma of Kinny 's persona .",5,7,"Member-Collection(e2,e1)"
3292,"Cobalt metal fume and dust cause upper respiratory tract irritation , chronic interstitial pneumonitis , and skin sensitization .",2,17,"Cause-Effect(e1,e2)"
3293,The leeward barchan runs away from the windward barchan because of the inverse relationship between velocity and height .,2,8,"Entity-Origin(e1,e2)"
3294,Every child and young person seen at Starship with intoxication from alcohol or illicit drug use had a social work assessment before leaving the hospital .,9,14,"Cause-Effect(e2,e1)"
3295,Paradise Coffee is one producer that offers several coffees produced by different species of beans .,8,12,"Entity-Origin(e1,e2)"
3296,"Accompained by two Seneca Indians , he set out on snow shoes with a forty pound pack of clothing and books to traverse that long and perilous trail .",16,18,"Content-Container(e2,e1)"
3297,We inserted some sound into the blackboard announcements .,3,7,"Entity-Destination(e1,e2)"
3298,Only then did I notice an ambush of tigers pacing us on the far shore .,6,8,"Member-Collection(e2,e1)"
3299,"Thus , during long-term operation of a reactor with a sodium coolant , the radionuclides migrated into stainless steel up to a depth of i00-ii0 ~m .",14,17,"Entity-Destination(e1,e2)"
3300,The title originates from an Ohioan urban myth .,1,7,"Entity-Origin(e1,e2)"
3301,The photos from past events were printed and on display in the fellowship hall for several weeks during the 60th anniversary celebration in Sept 2006 .,1,4,"Entity-Origin(e1,e2)"
3302,"The original santur was made with tree bark , stones and stringed with goat intestines .",2,7,Other
3303,The second accident was reported on radio and television morning shows .,2,10,"Message-Topic(e2,e1)"
3304,His place was in the desk in front of me .,1,5,Other
3305,"A sailing boat has the large mainsail , a smaller foresail and perhaps a large balloon-like spinnaker at the very front .",2,6,"Component-Whole(e2,e1)"
3306,"Some time in 2002 , the chief executive of this corporation sought and received board approval to construct a modern training school for its staff .",6,10,Other
3307,I gave him a bottle with very cold water in it yesterday because it was so hot out when I took him for a walk .,4,8,"Content-Container(e2,e1)"
3308,The new study provides insight into how the first flowering plants evolved from pre-existing genetic programs found in gymnosperms .,2,9,"Message-Topic(e1,e2)"
3309,"The victim ran away from the perpetrators so quickly , he ran out of his shoes .",1,6,"Entity-Origin(e1,e2)"
3310,"After this preliminary identification of the Hittite people and their language , we had more confidently approach the story of their rise to fame .",7,10,"Instrument-Agency(e2,e1)"
3311,"Upon completion of the activity , the employee supervises the exit of the group from the facility .",13,16,"Entity-Origin(e1,e2)"
3312,"A train ran into a truck , leaving 14 dead .",1,5,"Entity-Destination(e1,e2)"
3313,"Muscles are the parts of the body that allow us to move in positions such as sit , stand , walk , run , bend , and reach .",0,6,"Component-Whole(e1,e2)"
3314,"This website is the best tool for artists , labels and fans alike .",5,7,"Instrument-Agency(e1,e2)"
3315,"The mobile crane can be used for demolition or earthmoving as the hook at the end of the crane can be changed to a ball or wrecking bucket , dependent on the crane hire job .",12,18,"Component-Whole(e1,e2)"
3316,"The room includes a queen bed , shower and tub and sitting room with sofa bed .",1,7,"Component-Whole(e2,e1)"
3317,"Over much of the past decade , the leader has methodically fashioned the party into a re-election machine .",8,17,Other
3318,"Oh , so this was all about a trash bag with money in it .",8,11,"Content-Container(e2,e1)"
3319,"I went to a bank and got $ 100 worth of pennies in those rolls , emptied them out , then put all the loose coins in a sack , and delivered them to Mr. Giles 's office at the league headquarters in Carew Tower .",25,28,"Entity-Destination(e1,e2)"
3320,"As the ship drew from the harbour more , the helmsman turned 'round easily .",2,6,"Entity-Origin(e1,e2)"
3321,The most successful action films were about a man called `` Rambo '' .,4,8,"Message-Topic(e1,e2)"
3322,"With the pollution caused by the buring of coal , the light-colored tree trunks became darker due to soot .",2,6,"Cause-Effect(e2,e1)"
3323,"He stirred the oil , garlic and cumin seeds together in a dish large enough to hold the sardines in a single layer .",12,18,Other
3324,"The media is the middle part of the artery , made up of a layer of muscle and elastic tissue .",1,8,"Component-Whole(e1,e2)"
3325,"Continued exposure to higher concentrations of the gas cause disorientation , convulsions , unconsciousness and death .",1,11,"Cause-Effect(e1,e2)"
3326,"I was hoping to find yet another bed of clams , but no luck .",7,9,"Member-Collection(e2,e1)"
3327,The war refuges migrated into the Southern region to avoid battles .,2,7,"Entity-Destination(e1,e2)"
3328,A swarm of ants in the search for food shows the remarkable capability of finding shortest paths between a found food source and the anthill .,1,3,"Member-Collection(e2,e1)"
3329,The scientists poured money into pint cancer research .,3,6,"Entity-Destination(e1,e2)"
3330,"The programme depicts the adventures of a mysterious , humanoid alien .",1,4,"Message-Topic(e1,e2)"
